	N	Location	Scale	Degree of Freedom	Shape
ARL6IP1	56.0	5.187347765341989	0.627017449150151	24.473540231783044	-2.516784177413842
ARL6IP4	56.0	4.30365743727679	0.2882179303104968	2047786.0902152155	0.004876689812023632
ARL6IP5	56.0	3.827221632638438	0.40131549869213906	17.81942578275774	0.292071968203261
ARL6IP6	56.0	3.0016199995755177	0.6007269713229981	6731259.84615723	-5.280957641477517
ARL8A	56.0	3.044760909389693	0.3747800196105968	10.46285110053336	-0.15558994362395595
ARL8B	56.0	3.4726034786282196	0.19627674095335465	4.657959402380965	-0.19573040052801463
ARMC1	56.0	3.0002942571333526	0.21055544107378046	2.855668984069111	-1.1370521657431416
ARMC10	56.0	2.9521469248117826	0.3439921937092361	4.8365472589526375	-1.5486530470887834
ARMC2	56.0	-0.3406886799035562	0.27123740474011926	2.6972237007183866	-0.5854649309476889
ARMC5	56.0	1.535224007769048	0.5658974732468749	4651382.372100566	-6.139865294322296
ARMC6	56.0	2.3921329371788307	0.39695290982260567	53.7640163758618	0.9887717455600481
ARMC7	56.0	1.44688048875628	0.5853903918686398	21.52123497238874	-3.595735185180311
ARMC8	56.0	2.035534844382261	0.32302473570478146	11.225706459896218	-3.0143397360007227
ARMC9	56.0	1.311058383482626	0.8508004196545949	2579806.632851582	0.810858879799373
ARMCX1	56.0	3.0382092608113958	0.8059102699764009	2.1996175175970603	-5.070993856363665
ARMCX2	56.0	3.459082404759617	1.5465475867558067	2.3487109091576137	-6.0431721485336904
ARMCX3	56.0	2.9066499871545677	0.4327508275448406	5273682.096974395	0.023425670320558298
ARMCX4	56.0	1.4684816738111217	1.385260408965016	1.8974087272683386	-5.4484129139197925
ARMCX5	56.0	1.1431646310254049	0.21255588865624037	1.485469167155621	-0.5933300228301335
ARMCX6	56.0	3.1277733425053804	0.5545295661758294	25.560456601861	-2.0634521916246453
ARNT	56.0	2.22516350838374	0.24392223443508726	4.873869783218252	-0.16821316520515622
ARNT2	56.0	2.3830436573582214	0.982367587939961	2.8129160791799244	-1.4996930075102592
ARNTL	56.0	1.5730543954891503	0.3745490575215204	5.231788192410807	-0.8112046315143402
ARNTL2	56.0	2.3530882704959915	0.8089854235001338	7.7282217183738116	-0.535401678906752
ARPC1A	56.0	4.936571743924006	0.5552657551751078	3110459.7348433547	-4.743465277523839
ARPC1B	56.0	4.369928665548398	0.8086489967090592	3536729.672360327	-2.549314391992769
ARPC2	56.0	4.5393152755201225	0.3260831872300781	1596727.7368969969	-0.9558514470941589
ARPC3	56.0	4.4973130394013925	0.21157622468563533	3.4297349225402143	1.4591155353875938
ARPC4	56.0	3.849311766022864	0.38809707167915397	4021834.763037529	-2.975452694642532
ARPC5	56.0	4.3720788904086	0.34159545681825776	2397564.726800821	-0.10565023329263727
ARPC5L	56.0	2.552788679841669	0.37036555146993677	3688793.627785016	2.188199371243358
ARPP19	56.0	3.053986377419434	0.4341216095305988	3382135.206608657	1.496907929739744
ARRB1	56.0	1.8873791271435567	2.1639296244400024	934023.441744532	-1.8816387946607387
ARRB2	56.0	2.44862202560737	0.6172076031407975	10.127391801131264	-0.8079595243998665
ARRDC1	56.0	1.6454325034124708	0.41112499050170637	5.3349831644560055	0.4330819445210278
ARRDC2	56.0	1.7008543648069332	0.5487700125959919	3205538.861440163	-1.3451218655404307
ARRDC3	56.0	3.221677866585686	1.046171029994269	71.69962350638923	-2.746195008273455
ARRDC4	56.0	2.6512159134188265	1.810991358324665	7.366199004773721	-2.339081475448663
ARSA	56.0	2.062664782929641	0.466674871318033	66177.3440995214	-0.04463931131166135
ARSB	56.0	2.328405708188437	0.8332245256808686	4602100.573431772	-5.466805259834423
ARSD	56.0	2.255024741717616	0.8292323760928526	1.9211704745597828	-2.350178016878531
ARSJ	56.0	2.941632499825313	1.0218090870204324	2612862.009710271	-1.08130619965121
ARSK	56.0	1.278980895686691	0.5009180682394163	17.051315953236816	0.7741832886396025
ARTN	56.0	-1.3057516183061102	1.3657837874458714	1102566.4803927531	1.3209314200727302
ARV1	56.0	2.128923863467962	0.32824143327532507	7473302.963294949	0.41602055060964116
ARVCF	56.0	0.823078143142394	0.8735714080879391	2658167.420883431	-0.635309091006037
ASAH1	56.0	3.264289410405787	0.47778252368918744	4.990920432277838	0.5039287743732406
ASAH2	56.0	-0.5246999450041901	0.467217657628816	2.737496965725878	-1.179348173237949
ASAH2B	56.0	0.7713289387881678	0.5207341318874565	2.9134002888153043	-1.2093604781939546
ASAP1	56.0	3.064203142423601	0.3392958200779706	3.4382965416980236	-0.030687016612221583
ASAP2	56.0	2.788064898214858	0.58428041493591	1320820.3404178508	-0.9774547726275601
ASAP3	56.0	2.4423435373702542	0.8316045063384152	3.821514760879443	-1.6288734341603242
ASB1	56.0	2.0984541397071084	0.3516917324145038	2.737866462620558	0.6103280368781316
ASB13	56.0	1.6394069456382914	0.7469104188811702	3227709.05467237	-1.2723544893431482
ASB14	56.0	-2.0717307041456285	0.8153321576983603	6.417350998126729	-1.702168049013363
ASB16	56.0	0.8325156570223468	0.6471696179660427	9.771202793364653	-2.1932561119040006
ASB6	56.0	2.344172472204537	0.4051663198825083	4360001.546009946	2.20362219504799
ASB7	56.0	1.4764504855150276	0.2775843609348184	1583230.5612992141	-0.890060480583446
ASB8	56.0	2.063370286344564	0.2868569016780579	2356545.663271725	-1.2887571273356246
ASB9	56.0	1.2886315729592663	1.1512247179199093	2.2960177072682457	-2.119544143310023
ASCC1	56.0	2.030619069032743	0.3801465288211904	1315719.2171823345	-0.17679278798305947
ASCC2	56.0	3.1111250913291437	0.5002858461334272	2742566.303086575	-1.3928116985592882
ASCC3	56.0	2.4023516384080428	0.5212121721654074	2075819.374933375	-1.8092306505400413
ASF1A	56.0	2.6568245537780184	0.37704407948919455	4.996019685660199	-1.2024154054435359
ASF1B	56.0	3.8806197467050048	0.7294303779884053	3482191.4581957273	-4.805229010546407
ASGR1	56.0	-0.6372612710221852	1.3078101907892883	2918575.713988168	-1.4820659337133306
ASH1L	56.0	2.192239901983633	0.2808236217186754	22.762533752552258	-0.5107943018366498
ASH2L	56.0	2.77432248470555	0.21547922482208798	7.716708727943667	-0.14444590834674648
ASIC1	56.0	1.2426936153989994	0.8808657811548675	11.858094043738088	-0.7079390326247752
ASIC3	56.0	1.0986283849286278	1.3320296411864958	1961597.48545452	-3.1176837029561164
ASL	56.0	3.19884038650075	0.6802395773843273	2672661.1029527597	-2.8343823090065423
ASMTL	56.0	2.1399369137945836	0.6069387220990881	36.51195323846806	-0.8139786224428815
ASNA1	56.0	4.097567534020222	0.24300907752470435	4.693453414113243	-0.7918335489808834
ASNS	56.0	2.3660991433600103	0.8990776571672745	7.773502716421596	2.1806786938183254
ASNSD1	56.0	2.6571036056147195	0.417223679725625	4747144.114041128	2.4466021272847183
ASPH	56.0	4.693237244987195	1.038529824045273	3181013.721042279	-4.787860818419414
ASPHD1	56.0	1.6120571292545738	0.7322037340131349	11.170371024712558	-0.28563277162220646
ASPHD2	56.0	1.0270655563898121	0.9453538164007751	4485278.604445133	-2.6262996232669
ASPM	56.0	3.057996801985774	0.6634012520546709	7.578138049809974	-2.8124111880597655
ASPSCR1	56.0	2.108230130796195	0.4335581602127205	6310084.059503071	-1.5249417402082552
ASRGL1	56.0	1.704703561637193	2.105643178366422	5255698.426691329	-2.513470900673
ASS1	56.0	1.122183746628284	2.093314002122705	4978003.766339939	0.2862607228626798
ASTE1	56.0	1.1873923142902418	0.36531113155769335	4687848.680107756	-1.589322806616269
ASTN2	56.0	-0.7378900024743504	0.4943594831460938	3.2513247534502536	0.6503573775377233
ASXL1	56.0	2.539105651086622	0.4410336723869446	3103899.6059374325	1.2771897488204176
ASXL2	56.0	1.53750684995167	0.2545105828190063	386722.6050259351	0.34764234829024476
ATAD1	56.0	2.7969058872447903	0.4303129971567731	1.7121455070903149	-2.1110545690730156
ATAD2	56.0	3.267290761527768	0.4056140933963145	3.8899610962953304	-0.5505213924313168
ATAD2B	56.0	0.5993817313674186	0.3205091862628283	70766.80261280615	-0.3117289365904896
ATAD3A	56.0	3.566503727324083	0.679358802383708	20.394322115535545	-3.791645890269163
ATAD3B	56.0	2.697455114743309	0.5409890951894227	1660402.3333223157	-0.6883706086160843
ATAD3C	56.0	-0.7363697274598677	0.4585620659890651	6.050906418178196	-0.20878879569950934
ATAD5	56.0	1.4823589522606626	0.5728680149937058	8.87860080134941	-1.7011706687567982
ATAT1	56.0	1.7262940734589804	0.6425619678054666	28.73619985498517	-2.331018705266807
ATE1	56.0	1.6381809095292315	0.39685949649001	3146301.395108402	-1.0323227011900071
ATF1	56.0	2.5365012668533318	0.3512916040527428	1712290.653883607	-1.7246771573640762
ATF2	56.0	2.356587762186906	0.2366482057916654	7.2799093171420655	-0.43075515789953045
ATF3	56.0	1.3411103826093669	1.0342181259759449	984878.3625169985	-0.33802002872996206
ATF4	56.0	4.5115881399296764	0.48124655638641844	2553067.3621570976	0.8955552212539463
ATF5	56.0	2.420153178169725	0.5165942662274936	6.20582581079988	0.8564950352653412
ATF6	56.0	2.654528674560018	0.3626939483724543	2461584.420946943	-2.057870072765281
ATF6B	56.0	4.036473058667125	0.598520730877522	5885062.9218445495	-1.6935289689562152
ATF7	56.0	1.4954972606723276	0.3990215474173414	2140987.5739048403	1.4547026227051854
ATF7IP	56.0	1.5426876433748482	0.47743795258130745	2890031.6065704636	1.9660727950548278
ATG10	56.0	0.6982361348960147	0.35883225224693527	115.73653311510725	-0.49592719097336146
ATG12	56.0	2.25448344146448	0.2539402328598984	4.713079972243094	-0.5525921526073835
ATG13	56.0	2.8985603962500823	0.4659571231904208	2960326.3858707505	-2.5981063744702304
ATG14	56.0	1.356443155007382	0.4525603923147062	4739612.549390305	0.9263428205902777
ATG16L1	56.0	2.361987675611595	0.30573479606463355	7.7676837495946085	0.10147237194763097
ATG16L2	56.0	0.5805200346786386	0.5737129220635746	91.3453937363785	0.20652140969680147
ATG2A	56.0	1.8886650711583772	0.3585103197194678	6111001.468741111	-0.9369944809044501
ATG2B	56.0	1.1545429634361013	0.41373667728020713	1723193.4538224358	1.588075997802785
ATG3	56.0	2.7334017216674114	0.24817108186212666	5.421379309338523	0.31630538864451735
ATG4A	56.0	1.3808572859035295	0.5174367632658964	7.89211249604808	1.720184408614676
ATG4B	56.0	2.6039903726527642	0.23180180571593	5.845171854529209	0.6287520340044163
ATG4C	56.0	1.8014378578270458	0.3968634211856919	5458490.267400898	-2.255317284526517
ATG4D	56.0	1.4624270475688061	0.5907644913974637	6857225.38372344	2.3853012427485436
ATG5	56.0	2.8195698024085987	0.4537102367836676	20.439909269499367	-2.430211525882318
ATG7	56.0	2.0570943356339537	0.5315650394180929	1982341.2508541774	-1.9485693892633602
ATG9A	56.0	3.4955170532696065	0.5096166615679445	3933991.194588814	-2.9747454484070666
ATIC	56.0	3.9834255533465273	0.5518233717559715	4320500.171039708	-1.852306296384615
ATL1	56.0	1.9242686033920775	1.8354733479454133	43.520982750014866	-10.697246105322165
ATL2	56.0	2.3546631162906193	0.35952255615243645	12.435324141507754	0.7309434281050864
ATL3	56.0	2.4881250448467407	0.49941576886740024	51.6770350837694	1.221438548130053
ATM	56.0	2.084344867651444	0.5485071880831884	2898294.3287805133	-1.5649772248666525
ATMIN	56.0	2.0971271259054363	0.3164020418375766	6.690299254294784	2.186349106514927
ATN1	56.0	3.447994200167061	0.40373462189623754	7.981493500497652	1.4313013698134796
ATOH8	56.0	2.1840754967326332	2.32373366533582	23.995867377489965	-22.14773283119164
ATOX1	56.0	1.7852620097025769	0.45770571787199865	4.072888168297197	1.2322182011808598
ATP10A	56.0	1.5707367303695663	4.415670072334654	10094343.372962391	-5.378084989370676
ATP10D	56.0	2.329855381449235	0.8476216869270342	3928419.2297283225	-2.240542351792832
ATP11A	56.0	2.2899887306902453	1.0282690176315503	3.522585610412861	-2.3284013726194863
ATP11B	56.0	2.525672944816352	0.4787752601622876	1382091.3477630895	-1.4565925596494234
ATP11C	56.0	1.9873535045892645	0.4799869425388534	3.7235195806827575	-0.260717409705366
ATP13A1	56.0	2.719492770486905	0.27827704971891243	5.062268766604145	0.8208717261395289
ATP13A2	56.0	2.0174912658068527	0.7169109774646865	6.379675663936321	2.095222921514255
ATP13A3	56.0	3.0605023545712164	0.5236635692420069	4055160.4401137144	1.137479571934553
ATP13A4	56.0	-4.092317841344582	0.7362187197086176	4.372981976032577	0.8996113686606886
ATP1A1	56.0	4.404056002204629	0.6388753787752055	19.715312840408288	2.1359006246706502
ATP1A3	56.0	-0.6523057434884483	1.364609113617341	135404.99121572444	-0.016398918196863427
ATP1B1	56.0	3.9432258758909997	1.170570650497972	3579084.7257788964	-2.6100348869557397
ATP1B3	56.0	3.9408913001321517	0.49011310493411564	6.525601950089232	2.5922754581487215
ATP2A1	56.0	-1.044948156111869	0.5998530953448808	11.242511576384576	1.309286694876997
ATP2A2	56.0	3.8024935226794954	0.23768353644117995	22.1789501830305	-0.09348070345521535
ATP2A3	56.0	-1.6936388195920582	1.6295241513351257	324813.80669803964	0.04666480904048065
ATP2B1	56.0	2.1326931685977133	0.7795226529109391	12.27715015381773	1.2522567445788453
ATP2B4	56.0	3.339919026187463	0.47310171938922574	4.050185140238118	-0.5558821076267555
ATP2C1	56.0	3.163235973201899	0.28355964405760403	15.746286496657262	0.5434760190238779
ATP2C2	56.0	-3.3381444955042063	0.9242739829221299	3.6972957280968197	1.891106262875783
ATP5S	56.0	1.5256654862938792	0.418195923127206	27.78118892854346	-0.8359570283015564
ATP6AP1	56.0	3.8796312428017363	0.40658662337012946	5442794.2082436755	-0.03367086923884846
ATP6AP1L	56.0	-0.31688567190167516	0.814993808924506	3277254.648476001	-1.942093155933759
ATP6AP2	56.0	4.668453723922859	0.5076827878623676	3195394.620714467	-1.484904839213049
ATP6V0A1	56.0	2.5792075262373273	0.4899614138802742	5552158.410647092	-0.8565827800637189
ATP6V0A2	56.0	1.4837173705497637	0.42019966793308605	10.83474316354105	-1.0550583544660328
ATP6V0B	56.0	3.3540692409237005	0.5217367273283973	3881161.5324450852	2.2484360543797264
ATP6V0D1	56.0	3.48558589152164	0.3014265641752127	10.751130654102035	-0.3028362850255379
ATP6V0E1	56.0	4.913253325511059	0.4310435128305887	1315696.684702119	-0.8369620974391413
ATP6V0E2	56.0	3.0980186904522053	1.0438223560242732	4099895.633376967	-1.221580841752309
ATP6V1A	56.0	3.1132451137993056	0.28867616469000423	5.373748560625778	-0.9597745802613757
ATP6V1B1	56.0	0.4783222690145046	1.0385553816404698	5.0306484565345695	-2.988270568724262
ATP6V1B2	56.0	3.245616917595587	0.47097129451557473	1840233.6008257843	1.0394506928603913
ATP6V1C1	56.0	2.6301048741363084	0.3682695306023436	8041600.739183627	0.014429655124016751
ATP6V1D	56.0	3.1168028905496152	0.4332393006748074	3501277.605524606	-0.8152681009295073
ATP6V1E1	56.0	4.2925807180698055	0.3023198222133331	7.113285357783939	-0.5833098542081127
ATP6V1E2	56.0	-0.17099396989085708	0.4956674558248849	932851.019707662	-0.3173876272171289
ATP6V1F	56.0	5.225856051718223	0.6631932208072671	4751880.250489082	-1.8345178190271887
ATP6V1G1	56.0	4.488406101229222	0.3886012681455695	25.75043288027661	-1.1552529578102138
ATP6V1H	56.0	3.083709373284164	0.5116931172055365	4754011.942305308	-2.9713213892936565
ATP7A	56.0	1.6911998984148233	0.6063888043063499	5497925.72949595	-1.5950865902364888
ATP7B	56.0	0.48482680197370487	0.9780032023486762	4.203092129406632	-1.2516299416631704
ATP8A1	56.0	-2.1856100342573055	1.3967166544915839	5923986.695517652	0.000688469563832665
ATP8B1	56.0	2.4886700075654824	1.3849729527441563	9.80833362934407	-1.081674214690826
ATP8B2	56.0	2.740507498971067	0.5204877977024087	5.281430946826491	-0.6913968150757925
ATP8B3	56.0	1.1671218064162283	1.2097201845334702	305.76010683093216	-4.429871836751965
ATP9A	56.0	3.055097647031128	0.8409915547208475	4.108931550505947	-1.902692431731176
ATP9B	56.0	0.871395267339317	0.3897651434300059	7.913523079214132	-3.211605904275501
ATPAF1	56.0	2.366814720560023	0.31984588376408984	5.686406247625731	-0.559085294741392
ATPAF2	56.0	2.017127906417455	0.43119491912500085	18.513495115874182	-0.6857157432412274
ATR	56.0	2.082729320498003	0.6029722885421437	125.47045496445988	-3.3771229177813096
ATRAID	56.0	4.602582284075911	0.3531304095822231	4759169.838290185	-1.051923175696302
ATRIP	56.0	1.3709296207114803	0.30341012144085944	13.010925093622102	0.36192619431771456
ATRN	56.0	2.9616883271023364	0.365501464770775	6.310117005014544	-1.661657806652732
ATRNL1	56.0	-1.6204125997893026	1.9311203422985583	127.61240250070755	-0.11623368693970836
ATRX	56.0	2.6293113844122313	0.48345673266792166	3560310.2804505555	-2.0628221483365783
ATXN1	56.0	1.7773174329846788	0.6740774271018348	8.503675657034933	-3.3191889029830364
ATXN10	56.0	3.43219828169871	0.36496522075416793	7.982066575722368	-1.294818357700866
ATXN1L	56.0	1.9735973623106327	0.31257388566601485	9.394502013130204	0.9398996412379947
ATXN2	56.0	1.7544412922865307	0.28585353164673805	17.42304456950983	1.2522883705637577
ATXN2L	56.0	3.581095035931579	0.30259787681835676	6.80056910226272	-1.012382464774908
ATXN3	56.0	0.4903262354091723	0.4431243928548866	4973380.2078393875	0.48508398215436666
ATXN7	56.0	1.5430785878606383	0.29134679470743424	4.573965138889432	-0.7425771526155915
ATXN7L1	56.0	0.28791155451969797	0.3900427333659534	5.240105363354219	-0.28178575138141915
ATXN7L2	56.0	0.3543681405413974	0.5197668814869367	2585176.775385525	1.0242767133811763
ATXN7L3	56.0	3.0459376923364534	0.36185724255571106	3084577.660970684	-1.4645380050338122
ATXN7L3B	56.0	2.9379419772906075	0.30176486391513585	10.42092393280329	1.278121047402971
AUH	56.0	1.622933940492057	0.3627761018095663	5.85628768739747	-0.9669342829990146
AUNIP	56.0	1.9258322358039401	0.9160898739668188	2706776.119043771	-11.259306037691653
AUP1	56.0	4.434707705943197	0.2565821153026291	8.437484256944185	-0.5155031575668944
AURKA	56.0	4.395259660468973	0.8330729968779111	5182428.536607115	-3.6427079097971466
AURKAIP1	56.0	3.8906899677416895	0.4021380916796825	7.181852626856207	-1.4173809808547189
AURKB	56.0	4.180802283917048	0.7641493254185887	4104235.809762422	-2.5706172380149663
AUTS2	56.0	2.6861830742723747	2.4236388041580703	5.953328499556674	-10.37277263016459
AVEN	56.0	1.8315569696256255	0.4731516287157642	8.148212425340054	1.0891621791060562
AVIL	56.0	-1.24356042942483	0.9869288851234546	13.101080634246662	1.0972661398211745
AVL9	56.0	2.2053430530422693	0.4625973691341092	4242863.546453413	-1.5854258646854218
AVPI1	56.0	1.4247006260051114	0.6426329217903359	5.175196543699567	1.0091141268856676
AXIN1	56.0	2.457087879092591	0.4280218030205375	21.708029147757266	-1.8981763866177745
AXIN2	56.0	0.7642583625883986	1.1646406702216128	6.179753854281158	-1.2970932819172665
AXL	56.0	5.058741833143699	0.8501633394237889	2.819595964223007	-3.8113391680716364
AZI2	56.0	2.7482933296872654	0.37027909035074535	3164067.030351352	-1.9696297253131998
AZIN1	56.0	3.4266911429451303	0.3114583755741111	9.440364620152023	0.7561976564178126
B2M	56.0	5.676756843003781	0.7879333890823395	4910749.811074041	1.8096491098538101
B3GALNT2	56.0	1.0151178403610286	0.42149896875434434	3621639.105787698	0.947765372395276
B3GALT1	56.0	-1.1555211121200388	2.3244580916233746	2588723.1614196636	-1.2080709619128303
B3GALT4	56.0	-3.144845892068594	1.8575851545514177	2336165.043500345	3.3523755500266637
B3GALT5	56.0	0.5841452909971272	2.748171479707853	1220842.1710698782	-13.87307131559205
B3GALT6	56.0	2.9794542101317347	0.6160379393548436	17.056204891152923	-5.398706482612579
B3GAT3	56.0	3.126234005915316	0.3482893358408661	9.662948802108335	-0.31581418637808
B3GNT2	56.0	1.9722532577532217	0.3880484117566988	6.578766877191532	0.08477334117775989
B3GNT5	56.0	-0.22667526522697903	0.7281642224963335	2.1438721834949463	-1.7562458839449868
B3GNT9	56.0	1.9809212169177637	1.44308342827365	10.869807763119475	-6.2398698678846625
B3GNTL1	56.0	1.3503672210308009	0.9274158479285133	4479693.5324841775	-1.980985328362932
B4GALNT1	56.0	2.752550080778242	0.7261818316446469	4.367578499367222	-1.2858933180822814
B4GALNT3	56.0	-2.2837245236403065	2.35222956728648	9615580.82074438	0.46893092281032145
B4GALNT4	56.0	1.2618367000901003	1.3363855696543347	2.9550635163846426	-0.27292291198164
B4GALT1	56.0	3.7434520274986527	0.624209853137212	72560.4410258666	-0.47494062313247853
B4GALT2	56.0	3.1269395239674442	0.3642295726669909	9.8677723838731	-0.9039779642145858
B4GALT3	56.0	2.9798425258386003	0.41827209414626504	22.708857281169234	-1.6209150949088276
B4GALT4	56.0	1.7058480883997853	0.3648507617145629	8.383054019321415	-0.3525784650153697
B4GALT5	56.0	3.545433902589859	0.49173051256820255	11.360041222511494	-0.18173907890188812
B4GALT6	56.0	2.0319914825747167	1.3447841798296762	1.9317306563592704	-3.8410636589852176
B4GALT7	56.0	2.935000916068838	0.36452214962851526	10.535256392386433	-0.679736550133425
B9D1	56.0	2.02137731582165	0.6428709061036476	3647921.4260275513	-1.9586424168581353
B9D2	56.0	1.4894355973945528	0.7636560526666815	32.985697526911835	-2.7852530720132176
BAALC	56.0	2.726089384331604	3.9125493021716267	7343741.380263068	-4.870535955741776
BABAM1	56.0	3.2292782413081405	0.23885141954976435	6606001.507985376	-0.073727602184734
BACE1	56.0	3.252111605515493	0.6275348126044377	11.898828195492307	-1.0750230600073756
BACE2	56.0	3.4864313886825	1.3083280554531855	2.6292505496848904	-3.3264827222384437
BACH1	56.0	1.7784331989888515	0.37216101956606257	3.436474383643965	0.11310319703116686
BACH2	56.0	-0.26964660165109355	2.039126349120928	4502566.656803925	-2.517362349711634
BAD	56.0	2.7776104355268956	0.3443381131987841	15.300452872883353	-0.6897807899873942
BAG1	56.0	1.2643442565034284	0.6320838576003629	14.027175577382469	1.3175079714141062
BAG2	56.0	2.5686024265743863	1.0371204806407202	5.925631912847293	-5.431386124331475
BAG3	56.0	2.8776486906337304	0.4495097472980506	7.720724163806187	1.1788646201092434
BAG4	56.0	1.8861261184981135	0.3634434124181892	12.534231822606397	-1.196479629551674
BAG5	56.0	2.228250177313752	0.26634360157523085	3.758600481903436	0.8393887925635867
BAG6	56.0	3.78025712797042	0.2926575140058827	5022192.994960889	0.32519171605340846
BAHD1	56.0	2.141536653563228	0.3786826092091989	3455492.426851783	-0.6336398207943523
BAIAP2	56.0	2.5261117004038995	0.6209418088433255	9.892241026509222	-2.01593942204219
BAIAP2L1	56.0	2.8992701851514084	2.2353795603717	7.943947318188947	-5.246002737197607
BAIAP2L2	56.0	-2.903068702136607	1.12380093341064	3.833755855401353	0.9967576804945781
BAK1	56.0	2.4485109410627652	0.2586181199884854	4.458514423333409	0.5878990632806047
BAMBI	56.0	1.205776507438767	1.7321000253688825	4126303.7888510497	1.588062958600442
BANF1	56.0	4.786865577168025	0.28861474664290343	1729399.961989088	-0.039204309156011405
BANP	56.0	1.1580040105907476	0.39055809137257136	2564078.312984116	-2.289658934938893
BAP1	56.0	3.572945645834176	0.34805441315086394	1712325.3019374344	-1.9598178981873664
BARD1	56.0	1.640946146280748	0.37539636292140466	3.7752036992262523	-0.9595553230975207
BASP1	56.0	5.130382006956754	2.1916913671024276	2.9888472623083615	-7.315048168755063
BATF2	56.0	0.8263589063346722	2.2418785181506555	5890983.84830949	-2.813108695843219
BAX	56.0	3.188981307099919	0.6193579274083136	1565377.305245359	4.756274903877646
BAZ1A	56.0	2.7099958836348406	0.6480942851570379	22.69180575484262	-2.949048690249379
BAZ1B	56.0	4.160339624588694	0.5348216472143694	6898266.060275501	-4.788230260543823
BAZ2A	56.0	2.6966199668208164	0.24579359940414933	4.362261684204803	-0.6146283502823681
BAZ2B	56.0	0.7502873784435634	0.35040638351127557	3.047226707997244	-0.6213136209636172
BBC3	56.0	1.4384065770868917	1.1271846634024314	3314833.130393494	-2.439495923107816
BBIP1	56.0	2.6948491409508026	0.3675559408066409	628493.8394014277	-0.33592316770652586
BBS1	56.0	-1.1226320907036555	0.6393467707455129	9.597873022898177	-1.0257452496404285
BBS10	56.0	1.33260176559511	0.5409029331596581	1323453.0019557772	2.4935725858902735
BBS12	56.0	0.6536331181101018	0.5927243286492568	1816848.038171256	-2.8711748773323977
BBS2	56.0	2.8544753216036045	0.5567928787633601	2103386.7251116033	-1.3011082380014605
BBS4	56.0	2.045267279231167	0.393440622847574	294011.0014927448	-1.1509259171142698
BBS5	56.0	1.116210667042231	0.4206310250191593	2.248585757552546	-0.6319346115253459
BBS7	56.0	1.538221716997826	0.3237083288469783	221115.35015355557	0.6161752208764446
BBS9	56.0	1.5978615925053523	0.5981907878000471	5427227.341132842	-2.3261937275003772
BBX	56.0	1.9642153208644282	0.3747346902787697	5065050.039400183	1.1617785282053106
BCAM	56.0	3.2314511850742047	1.0707545603222353	4.452936868848132	-1.1392378671445111
BCAN	56.0	-0.685495926781408	1.8050151556207696	1670783.751287839	-1.0553269721662537
BCAP29	56.0	2.695846201178787	0.552302251247863	1569646.128897449	-1.6932039181843306
BCAP31	56.0	4.633872004023399	0.34499159368427	37475.43671856538	-0.16152770405755923
BCAR1	56.0	2.8805268192588134	0.3709626819831682	5.29422139015384	-0.7931878884865297
BCAR3	56.0	3.3714771712927845	1.1537100855910025	3249200.9018852897	-3.849348867973858
BCAS1	56.0	-3.8179607348625253	0.8114587792642536	1.934356594051736	0.7514770382501404
BCAS2	56.0	3.820794506900946	0.28660394911606524	6.970752287903291	-0.3226195955076774
BCAS3	56.0	0.741475678999855	0.39807614343708186	3.6647244279277693	-0.5257084054534471
BCAS4	56.0	2.596436119210743	0.5272959027136718	8.761948244324822	-1.1460193981908853
BCAT1	56.0	3.425618279719707	1.3012478799383902	2.60906608941185	-4.164175894358608
BCAT2	56.0	2.5802143028117914	0.3537873622522565	5.2069265421189606	-0.40535455445639645
BCCIP	56.0	3.144287844452769	0.5670249286438886	2900807.2675603516	-2.389223465178416
BCDIN3D	56.0	1.8433453975811787	0.30749749008992966	2.7508475103264964	-3.547401284304928
BCHE	56.0	3.2284274373889756	3.7813552320066	92.4959880865826	-12.047253178318053
BCKDHB	56.0	1.358597976672063	0.4402884218953227	1526015.5208142605	1.30502426673407
BCKDK	56.0	2.946918902937209	0.3157670165199049	6.901477966838488	-0.9905196953422764
BCL10	56.0	1.9274350964316094	0.3832702078278004	9.696199786263032	0.41555891262401035
BCL2	56.0	0.872168962656487	1.234972120396276	979184.626266039	-3.218016272795725
BCL2L1	56.0	2.853833728173699	0.8978780681815932	2971008.4366091928	2.771080700214287
BCL2L11	56.0	0.3195908904404611	0.9567701819728724	3718476.7871592054	1.2415635705346242
BCL2L12	56.0	3.475410894087128	0.4056844925511265	9.286586654254938	-0.9417495896858836
BCL2L13	56.0	2.078961681558029	0.44767093925787266	383408.80291702424	1.1863125169208035
BCL2L2	56.0	2.676200534434171	0.321730379412352	1274455.744604133	0.19943365846866595
BCL2L2-PABPN1	56.0	0.76444064241866	0.7403009392396922	30048.7762606298	0.9166637579424135
BCL3	56.0	2.833843964337248	0.9975189226273321	1455511.469557501	-2.0941979446849963
BCL6	56.0	2.294494709182932	0.7191426522402332	7.78056776235984	-2.6514341215993458
BCL7A	56.0	1.7156889550355494	1.1947671533972581	4333590.257475678	-3.2870774604253317
BCL7B	56.0	2.906890942915681	0.47620941020091134	9962530.682618938	1.9543430366316428
BCL7C	56.0	1.8869114373027065	0.3268126987847144	5333458.502534501	-0.5953948249908609
BCL9	56.0	1.516565435177153	0.4058748905671964	4.0880436951496355	0.18485616873162874
