	N	Location	Scale	Degree of Freedom	Shape
BCL9L	56.0	2.8275035817090313	0.5313904826608944	2863018.426845301	-1.3896666059617777
BCLAF1	56.0	3.4070823957676613	0.259264901940207	7.850695593484939	-1.5051807113467026
BCO2	56.0	-1.7764674474827262	1.033277713262291	7.85791418098125	-0.1810180159001074
BCOR	56.0	1.8640377772668	0.27909259889787363	2.0939275691564276	0.202346256369496
BCORL1	56.0	0.4630928072539259	0.5356730871869726	6079008.68358743	0.8743403714551522
BCR	56.0	1.7470929382302676	0.5184429389399887	4.017984358425118	-1.171807227500544
BCS1L	56.0	2.714135921545456	0.4638137564628949	4629933.875146265	-1.078070653867409
BDH1	56.0	2.1042311921763313	2.3966808573996574	1825493.1104645152	-5.786725442166707
BDH2	56.0	2.651539153871286	0.8549511501193747	22.465141265171944	-4.614252180778524
BDNF	56.0	2.611782754614972	1.668775770760376	10.177781953823917	-3.5970387511526156
BDP1	56.0	1.7772898811325946	0.23855213427352345	5.2227212792745785	0.2562555171033556
BECN1	56.0	3.433495659339369	0.296117926753537	12.368025595952139	-0.642270848514778
BEND3	56.0	0.44056928900313247	0.5268535362331602	456474.6009002193	-1.3481293625256385
BEND6	56.0	1.7113526182115517	1.1740615066828315	4.3825613847241405	-4.705558223095624
BEND7	56.0	0.19271033097248202	0.839209456900355	2.802665393462232	-0.9945533399001657
BEST1	56.0	-2.1702375591558356	1.1543788189919142	7.831995460046734	1.2441476210840625
BET1	56.0	2.047914484695319	0.35870894901961653	6.373258601372697	-0.5485946948581739
BET1L	56.0	2.932602750366529	0.34829425523134944	25.59008103379981	-0.07279505711685604
BEX4	56.0	1.2627548213165696	2.1916826712810673	6451631.836971693	-0.2130329718782246
BFAR	56.0	3.192613749401595	0.2334973012895296	7.043387800358323	-0.4538877452955602
BFSP1	56.0	0.8366651478975611	1.1961161275000403	10.232630780731157	-1.5569797377275623
BGN	56.0	-2.7068674969619413	5.1948314960189395	5276173.52586033	6.036246911196207
BHLHB9	56.0	0.3587200252247937	0.6540736942810617	4.102240866317846	-0.6240379783907284
BHLHE40	56.0	4.179798014467504	0.9134288454111698	2406787.565318321	-2.231309803360017
BHLHE41	56.0	2.892513306240284	1.7439834014401887	2678318.4655408524	-1.675619457153287
BICC1	56.0	2.2345556806604483	0.8924040469965202	2.7235632971795907	-1.30209155803833
BICD1	56.0	0.8187763944077161	0.7470381543769169	3600162.5698235445	4.9059472560916095
BICD2	56.0	2.335377014514515	0.2592844730885128	5.417446574752763	1.113306654385366
BID	56.0	2.209507952927976	0.5355328249546767	8360872.487102044	1.1790400023488594
BIN1	56.0	3.393053466429177	0.8374070705833533	3.576408942699129	-3.295866984643073
BIN3	56.0	2.0816496217395346	0.6509097130152268	808724.5382652851	1.7899017516870108
BIRC2	56.0	2.6842052804706262	0.6524376057581058	56.25335742587883	1.4888821111852044
BIRC3	56.0	1.1527934321419722	1.4229142732709015	1923959.059385391	-0.7176761212218
BIRC5	56.0	1.6260608978300062	0.6210031556866238	2071832.6706083398	-1.1942701089355383
BIRC6	56.0	2.042004398279089	0.2352429923107504	2072058.0164388055	0.36094328767961237
BIVM	56.0	1.456643593008085	0.7063814957673719	4238663.166139696	-1.6887455827782898
BLCAP	56.0	3.2955030958064615	0.4679745130380847	8.028904744697162	-0.8583447612460069
BLM	56.0	1.7071956736562408	0.5857998508834614	10.200109079066753	-1.2662685615149831
BLMH	56.0	3.3876894650382545	0.37225445698318044	5.489114728695874	-1.5684626128001211
BLOC1S2	56.0	3.173381936388723	0.4969564167865872	5960886.994356876	-1.393362533303868
BLOC1S4	56.0	1.6341284875535123	0.4133867694361619	3214171.8901784606	1.8298241195796914
BLOC1S5	56.0	-0.9231640773672466	0.5729539548140499	4.695937392512505	-0.7961376676716059
BLOC1S6	56.0	2.7694821039230604	0.35212260342681945	1307212.1748271715	-1.6571892538955544
BLVRA	56.0	4.260073859059693	0.6990305998458479	2189469.690409178	-3.620549566642009
BLVRB	56.0	2.68389103022956	0.9287031955186053	3897370.7172616683	2.4396181413905387
BLZF1	56.0	2.2594074186979363	0.2987514829946366	8.691714912175692	-0.37098712337673334
BMF	56.0	0.19854463362705396	1.1800859157427608	6995132.418328844	0.6957788790314363
BMI1	56.0	0.9477756446520985	0.6613095974548302	3612897.8079602607	1.4572824471770187
BMP1	56.0	3.3378717261280055	0.8550943681710844	1902987.2195688193	-1.7861261765510847
BMP2K	56.0	1.6632532531996858	0.5246057985979162	5222880.254851468	-1.0668438405454566
BMP4	56.0	0.547366022926764	1.7419842089785003	8887067.309125077	-0.06443080828612285
BMP8A	56.0	-3.2516462005381532	1.855486773309451	6457150.728701927	1.7854980357034773
BMP8B	56.0	-1.7712417687303184	1.3098355726412296	5.448939991758725	0.3237591905487027
BMPER	56.0	1.6095106544093176	2.862772985919343	5056265.859616397	-2.195078656453548
BMPR1A	56.0	1.3287540384875953	0.3577419855186104	116.99574616398561	-0.3238519005743543
BMPR2	56.0	1.7747810442079839	0.4346111190262821	3355552.2575307377	1.9413813499031698
BMS1	56.0	2.480487043456212	0.293852897530194	141595.203018817	-0.0009370517140045997
BNC2	56.0	1.4289311893657812	0.8819271144986867	2.4932522862443554	-2.1220163466619737
BNIP1	56.0	1.652419194135132	0.20755615249455264	5.861166631020369	0.5779452521268054
BNIP2	56.0	2.6453511677249772	0.25853485316664326	8.042749280041408	-1.1073531332832482
BNIP3	56.0	3.9366301951419542	0.9167943033022569	5588659.923300557	-0.5478089026829959
BNIP3L	56.0	3.780514991872467	0.648523416131862	5098897.838900544	-1.0899721216466158
BNIPL	56.0	-2.5701228910142406	0.6883450695217328	5.0437687774189826	0.82282530974938
BOC	56.0	1.6365453233032707	1.3979318533464	4.353274582452204	-1.398225970276168
BOD1	56.0	3.2829333364275146	0.35193663361824484	3490894.6784666334	0.7662914915683812
BOD1L1	56.0	1.7535591759390876	0.266967583655073	8.55413789618423	0.4157249112255414
BOK	56.0	2.804655820512002	3.0725888561822057	3968207.061491709	-2.596643691845366
BOLA1	56.0	1.893255520484347	0.7157057456197785	2.601589364163607	-2.9163457428705586
BOLA2B	56.0	2.453598586075866	0.5172585598726201	39.4277551386551	-1.2424875805477977
BOLA3	56.0	3.3706713546666194	0.370833018963731	203550.63312767586	0.42130083721478984
BOP1	56.0	2.1439078156842157	0.5491606491230123	3779780.169963736	1.8755342250773634
BORA	56.0	2.1860028059663605	0.4035395996777133	3.742329698247558	-0.6893065932697927
BPGM	56.0	3.3071106587626904	0.9445858773012648	4406407.610283297	-4.014194241132315
BPHL	56.0	1.6392382458661194	0.4394529767893678	14.442407127864708	-0.28872431009916966
BPNT1	56.0	2.3522790609532027	0.3104205935802946	49.880966262105204	-0.4350298729762
BPTF	56.0	2.3142639171841566	0.3646166261235805	3478212.4525622986	-1.383242597514204
BRAF	56.0	1.5475664415407362	0.22936935713176632	40.04332804231216	0.1292506014154468
BRAP	56.0	1.978310897369051	0.2618862567405541	1315201.1457037742	-1.267881896512852
BRAT1	56.0	3.2295600884442868	0.37098426697293113	23.050863747237955	-1.1493825300875105
BRCA1	56.0	2.65533746343062	0.7362547741576321	2902641.1830628235	-3.786868089784692
BRCA2	56.0	0.9153873360449747	0.5567996951837101	4.317288197104201	-2.018193191956552
BRCC3	56.0	2.3350152322576765	0.25567531175020164	3.604750406197464	0.5968073089278657
BRD1	56.0	2.065277308891712	0.3900789680546153	7062919.216575129	-0.7577743705804342
BRD2	56.0	4.078663670113153	0.3769220456526159	2510294.163565807	-1.6332714227468008
BRD3	56.0	1.9586283707673753	0.32919221397116943	1530819.4589798292	-0.12471327457053026
BRD4	56.0	2.346325611083918	0.3727852567465492	3234142.8219241537	-1.225818378302196
BRD7	56.0	3.338740463438673	0.299018902433133	7.725886072626662	-1.030228986666764
BRD8	56.0	2.993041605345128	0.22916501293894986	4.210068108445988	-0.38790716569360745
BRD9	56.0	2.2850881346671024	0.4642584066728276	13.886212420598731	1.9423511536145928
BRF1	56.0	1.5909103916606548	0.22964535495820812	2.148788722549508	-0.5368931743568679
BRF2	56.0	2.1109622268298036	0.3240779984264497	11.510332704208952	0.7105883217483241
BRI3	56.0	3.9510471720963984	0.6719146403295426	9.784265433827537	-1.108977609465676
BRI3BP	56.0	2.328982887261786	0.6779153085724068	55.00704663231724	-1.6723895663375206
BRICD5	56.0	1.4613074327107807	0.7319769450844713	3248465.7240630127	-1.2534385636970775
BRIP1	56.0	1.824489481957781	0.47741629461368956	6.123162208320671	-1.3888236818233
BRIX1	56.0	3.8711352533702073	0.4875092869118403	4514037.919424456	-0.5576257042262731
BRK1	56.0	5.095178257986204	0.36011997639500043	4171927.6870426126	-2.044692646286804
BRMS1	56.0	3.700970672640679	0.39021400698555897	1040315.6646082541	-1.2410307474091316
BRMS1L	56.0	1.2585761782356588	0.4300625141904187	16.141962054861864	0.624012240319359
BROX	56.0	2.225875849860219	0.3053793587593595	1358269.2662004447	0.40955296517937145
BRPF1	56.0	2.0649052782785375	0.2635922635448823	16.870668382000687	-0.6171251159263977
BRPF3	56.0	2.2472044543526906	0.2811583379467704	5.467078673495536	-0.24801856719522997
BRSK1	56.0	1.479166457100657	0.5176885976160936	2.5461431956969793	-0.7648737260030616
BRWD1	56.0	1.225233792722821	0.3139320276661741	5768063.205297397	-0.506516658225421
BRWD3	56.0	0.8703290642902382	0.374193825647407	1993699.560334416	0.6263093255936414
BSCL2	56.0	2.5914280499276376	0.9371700728979817	9.398078514703483	-2.6183751512820876
BSDC1	56.0	2.449485092747296	0.42731097058546796	4884779.013464211	4.461662622622123
BSG	56.0	5.9620147231350815	0.3724480686606403	12.862075661243134	-1.0331328338051915
BSN	56.0	-3.0061832076354973	1.1762521289823624	3293473.291989889	2.053683064371213
BST1	56.0	-3.382909706052393	3.112784396796536	5593192.578554355	9.577156479172647
BST2	56.0	5.864367683251568	3.9471499671750214	3884642.873690188	-12.256312350138536
BTAF1	56.0	2.388726690652673	0.32596770045998846	14.163072717638888	-0.6551232376091886
BTBD1	56.0	3.407599138290028	0.24474109340275446	10.58547693034392	-0.36931185480978207
BTBD10	56.0	2.23405093934156	0.46594044405654717	2426780.9783593775	2.313737291502928
BTBD19	56.0	2.0835031978836636	1.437471759478179	15.795483322999775	-2.7863438754847456
BTBD2	56.0	3.400266393258023	0.38751473216943466	3869307.4136380963	-1.4047167049291733
BTBD3	56.0	1.2158948087492218	1.1951695080978153	5362184.795402788	11.18184708719798
BTBD6	56.0	3.7136538902178766	0.5564584448420702	2.8374637677056915	-1.42926352458222
BTBD7	56.0	1.2968308201774223	0.42043411837004463	673360.9133215982	1.1587065962179057
BTBD8	56.0	-0.8340051876299875	0.7835600930689941	10.060982706621875	-1.3468055510488668
BTBD9	56.0	0.34396084916373154	0.577767376281795	3673669.247446444	1.5350481713166317
BTD	56.0	2.1523807853749526	0.7048455526888149	14.037067511742254	-1.8324665774171007
BTF3	56.0	5.352123791930718	0.46596624802840503	130.37422406177848	2.2870033277419557
BTF3L4	56.0	2.5196174712704584	0.24048097170794477	5.747622825914099	-0.44086101816819867
BTG1	56.0	2.1308407563784537	0.32423126265908714	4.5076765260337375	-0.05435097587548071
BTG2	56.0	1.1456937747839266	1.3145890933400632	5998190.020471461	-0.414526342847264
BTG3	56.0	3.3727472634695825	0.40964847056938003	5.47150013666927	-1.6122998122445547
BTK	56.0	-3.976837449861226	0.9567362535881592	13.267741110128323	1.043121204228451
BTN2A1	56.0	2.7203584772318403	0.3492190799302962	9.06527104712696	0.3762161444876684
BTN2A2	56.0	1.594699762605328	0.5597818731369892	1644451.8170163918	-0.44882906491683383
BTN3A1	56.0	2.3944493922117553	0.7980200626948148	3200596.9093404002	-1.2533922023459585
BTN3A2	56.0	3.182866507112507	1.2641139042967684	130.15374445339268	-3.8186043314574842
BTN3A3	56.0	2.5171708886157504	1.0352718275517985	7117709.559608601	-1.6844633946100847
BTRC	56.0	1.2974849108039685	0.2967626049588763	5894327.025716938	0.38950433725789013
BUB1	56.0	3.763921600658897	0.7604665344010069	3584.8204113204893	-10.51456560620396
BUB1B	56.0	3.775616498750874	0.6309881471930563	15.386088635076241	-4.755031482789018
BUB3	56.0	4.29857089082921	0.4835480518851477	1783412.7966295425	-2.1235635774564634
BUD13	56.0	2.7854870233828097	0.6060319066362183	49.84233202811988	-4.987803355450386
BUD31	56.0	4.473562779239026	0.4820323855801073	3656392.2113234	-2.7637356113821996
BVES	56.0	1.744937351562567	0.8625488967026971	1.62521227788415	-0.5436472917987785
BYSL	56.0	2.5452983195526713	0.29787131604301176	2.4294163340543538	1.1728384618613963
BZW1	56.0	3.5090655157167414	0.471361572363395	3821322.788129627	4.43275220751801
BZW2	56.0	3.749272349615376	0.5212571420272416	2733984.3232116066	0.7169302048853419
C10orf76	56.0	2.2149500319507336	0.41421119929846173	38.96550450846169	-2.555671193834711
C10orf88	56.0	1.639393865794927	0.41303589340038094	3725215.6206098385	-1.2475311482763023
C11orf1	56.0	1.2140605963281044	0.5832574175842642	4587524.42967789	-0.8680530691430826
C11orf24	56.0	3.1740687292165672	0.5172744880269563	57.372297364136344	-1.307047687859474
C11orf45	56.0	0.8571748720788654	2.0350496853372606	8.456430915498427	-5.722741999338421
C11orf49	56.0	1.7847687517000683	0.34909097471753736	8.105580616660678	-0.026143527868680242
C11orf54	56.0	0.5967132425528774	0.5680733479775127	221.82738342390468	1.146473491392724
C11orf58	56.0	4.4183730924660924	0.23825801128773733	5.2532062982426275	-1.079826170657535
C11orf65	56.0	-1.3044930624566902	0.691217278844314	1786759.6986004468	-2.5023567702515415
C11orf68	56.0	2.971201900097775	0.5459493371570034	9.353869363631201	0.6817408085895766
C11orf70	56.0	1.3167216373861654	2.965356735379507	792381.2131238682	-7.7717184384644895
C11orf74	56.0	2.68347007149227	0.7143893501314182	4654370.534455061	-7.483398884972435
C11orf80	56.0	1.8460051472032835	0.9683195676566032	4327865.193767777	-14.946703225690916
C11orf95	56.0	1.8472319769114267	0.44233997186504326	10.227884491643932	-1.2296013762729832
C12orf10	56.0	3.3803710077285842	0.32829544426012364	5.922356279026544	-0.578539708689621
C12orf29	56.0	2.0419159082700906	0.423937611819794	36.78957758011718	1.2040672575298064
C12orf4	56.0	2.1256951815902294	0.412960385949752	3678011.7039670832	-3.3799522519882816
C12orf43	56.0	1.8566587913018657	0.32532739643025915	6902168.497058738	-0.7354117037430197
C12orf45	56.0	1.3662548445307006	0.47542465253284244	5654971.932092585	0.9094167969853908
C12orf49	56.0	2.190420750604993	0.24736349382891865	3.639281329749326	0.16074709067339438
C12orf57	56.0	3.5798111976176217	0.38492511114758055	3.939145352116857	-1.3176326142498003
C12orf60	56.0	-0.6382021625448334	0.6004517776542545	10.323380954465893	-0.9127132255443902
C12orf65	56.0	1.9391316158570642	0.3785706521825746	3054893.467677504	-1.9991274411500222
C12orf66	56.0	0.7756312118701478	0.5928553693892309	224325.80972121886	-2.1136796084815055
C12orf73	56.0	0.8301553290679625	0.2910672196414079	3526006.5210123993	0.9484130675959015
C12orf75	56.0	3.8679493678877765	0.9016649941531713	7401191.9091016725	-0.5028642075313685
C12orf76	56.0	-0.06400214582487465	0.5020840620827102	12.15182030360103	1.4023635095325733
C14orf119	56.0	2.5050638621820056	0.4486890153699745	822679.1450388113	1.4144077431861342
C14orf132	56.0	2.481380017013585	1.5842777777473023	2.683747378943025	-2.5925981423395723
C14orf28	56.0	-0.11474884070554658	0.4827974036279717	3231010.142681282	-0.5842003707476896
C14orf37	56.0	-0.716895562929468	1.242448435477908	7327998.785010047	5.3249776044600985
C14orf39	56.0	-2.323100272089851	0.5214733745573061	8.784985468067429	1.0731428216154684
C14orf93	56.0	0.369429847511215	0.5210155015467997	1710993.839611968	1.4052683865412932
C15orf39	56.0	1.0959545471345942	0.5972083565475008	3293323.741544612	0.6665142138981961
C15orf40	56.0	2.14880489676186	0.39282480247000146	5014041.372384973	-2.673079910376349
C15orf41	56.0	0.954840295632589	0.4010188457163234	4.989692269547772	0.436656386232649
C15orf48	56.0	-3.22249804499824	1.0988376646547975	2.1816046128078526	2.2965602365136917
C15orf61	56.0	1.120823569497561	0.4214122836466604	2757342.7123371325	-2.1591532693816857
C15orf65	56.0	0.7990814243229838	1.1062326438891086	6.242967482989183	-2.574552278461574
C16orf45	56.0	3.1611700161904634	1.2222305624727348	5.094131704363625	-1.4724128231437175
C16orf46	56.0	-0.06579337201839808	0.5121579790369573	712534.6358702409	-0.6195072703374485
C16orf58	56.0	3.5448783697402737	0.34273399410316274	9.675297378786766	-1.705709322447658
C16orf70	56.0	1.3870988651939506	0.38738105655839966	61.639675493948104	2.191710849480108
C16orf71	56.0	-0.09228778454427718	1.4677320061605987	5538466.8194094375	-3.514265231683448
C16orf72	56.0	1.8911892375354429	0.4166821325136922	2423898.5842940146	1.8394743171035701
C16orf74	56.0	0.6784222633475144	1.1408293124210653	4.388193706111604	-0.9587720216179069
C16orf86	56.0	-0.8185747752621282	0.9506650449633653	10351625.35534145	-0.0885266312996578
C16orf87	56.0	0.34209925999361535	0.6062130075800786	2377780.9317444395	1.7633602984560994
C16orf91	56.0	1.8478884678232026	0.2890006850933483	125702.34509492261	0.06987125387898621
C16orf95	56.0	-0.8357291012367867	0.3944185450203649	4440834.7938404195	0.5923021047355335
C17orf100	56.0	1.0185922156629004	0.9539121122767799	3764849.7555865534	-4.904164348154072
C17orf51	56.0	0.969145003105923	0.5404253107251806	21.05971780236188	1.4426264717425985
C17orf53	56.0	1.7610174993903462	0.6251725414298304	6474283.077281423	-2.3015283314497266
C17orf58	56.0	1.9818304384189158	0.4348356550339238	3183806.5191680454	-1.4253580893067548
C17orf62	56.0	2.9747951069805456	0.6873252886200061	5054974.914942093	-2.8226860480274043
C17orf67	56.0	0.29737296934785196	1.2177178724825315	5922382.50674063	-10.909286642555386
C17orf75	56.0	2.415667655315181	0.3665536162000179	3.6544395206894578	-0.38868142880358886
C17orf80	56.0	1.3024354283659192	0.41936219025271715	11.957804523021379	-1.395706734092037
C17orf97	56.0	0.9368206670249929	0.8915167438921467	224.32669161354434	-1.0915035511069258
C18orf21	56.0	1.8853936149832764	0.2698770029633235	9.713838114263321	-0.6509417489414405
C18orf25	56.0	2.0840958989949687	0.4037727737190341	704689.0789767383	-1.3472302887951746
C18orf32	56.0	2.972240199801455	0.8346530557088121	2728725.5905176364	-3.6654663932020766
C18orf54	56.0	1.31641819583036	0.5615779329397661	5.654394173671155	-1.3722793348934594
C19orf12	56.0	2.3673798982768934	0.31923235064718264	12.55910780463882	-1.1282045981915005
C19orf24	56.0	2.4091785737614035	0.25100513429554505	3.2102752142335333	-0.8344337218077209
C19orf25	56.0	1.1026894291034215	0.5112856843529459	5031834.541070649	-2.9824951604153744
C19orf44	56.0	1.0594680635050844	0.36378749109063613	14.652330433968768	-0.9714950892677381
